Company Name,Time Period,Stock Price,Percentage Return,Total Income From Operations,Consumption of Raw Materials,Employees Cost,Depreciation,Other Expenses,Other Income,Interest,Tax,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS Before Extra Ordinary,Diluted EPS Before Extra Ordinary,Basic EPS After Extra Ordinary,Diluted EPS After Extra Ordinary,Crude Oil Price,GDP
Amara Raja Batteries Limited,Jun '16,868.55,-0.0103,"1,320.84",741.7,65.59,44.08,153.22,8.95,1.4,60.09,130.66,17.08,7.65,7.65,7.65,7.65,44.96,2791993.716
Amara Raja Batteries Limited,Sep '16,1010.8,0.1638,"1,345.54",843.24,69.31,45.69,181.81,11.98,1.49,58.19,136.32,17.08,7.98,7.98,7.98,7.98,46.06,2835614.058
Amara Raja Batteries Limited,Dec '16,870.3,-0.139,"1,328.33",932.32,72.33,46.91,186.78,13.25,1.38,56.59,112.32,17.08,6.58,6.58,6.58,6.58,53.89,2901950.786
Amara Raja Batteries Limited,Mar '17,890.05,0.0227,"1,344.46",934.9,70.52,49.89,175.17,15.06,1.5,48.85,99.19,17.08,5.81,5.81,5.81,5.81,51.51,2938107.454
Amara Raja Batteries Limited,Jun '17,839.6,-0.0567,"1,497.45",927.37,80.78,54.42,175.18,13.68,1.37,50.87,99.85,17.08,5.85,5.85,5.85,5.85,48.35,2946670.048
Amara Raja Batteries Limited,Sep '17,709,-0.1556,"1,427.50",864.21,74.16,58.35,173.23,12.23,1.25,63.5,127.22,17.08,7.45,7.45,7.45,7.45,57.3,3032795.021
Amara Raja Batteries Limited,Dec '17,840.2,0.185,"1,553.46","1,086.74",75.76,58.74,197.17,16.76,1.13,64.02,134.45,17.08,7.87,7.87,7.87,7.87,64.3,3116597.991
Amara Raja Batteries Limited,Mar '18,795,-0.0538,"1,580.74","1,043.39",78.29,58.83,205.1,23.7,1.31,64.49,109.8,17.08,6.43,6.43,6.43,6.43,69.42,3147143.007
Amara Raja Batteries Limited,Jun '18,726.15,-0.0866,"1,778.67","1,181.24",84.27,62.95,202.29,13.71,1.49,56.5,113.03,17.08,6.62,6.62,6.62,6.62,73.28,3127552.992
Amara Raja Batteries Limited,Sep '18,739.95,0.019,"1,753.05","1,216.25",92.83,64.25,212.5,14.24,1.82,64.56,120.23,17.08,7.04,7.04,7.04,7.04,74.46,3193097.227
Amara Raja Batteries Limited,Dec '18,742.85,0.0039,"1,694.66","1,189.36",86.61,65.68,215.81,12.5,1.79,66.91,130.89,17.08,7.66,7.66,7.66,7.66,60.53,3266006.55
Amara Raja Batteries Limited,Mar '19,717.45,-0.0342,"1,566.73","1,016.21",81.52,68.32,221.43,6.32,1.85,58.91,119.34,17.08,6.99,6.99,6.99,6.99,69.25,3287871.77
Amara Raja Batteries Limited,Jun '19,619.95,-0.1359,"1,814.95","1,003.46",98.53,73.31,211.04,10.23,2.89,72.3,140.91,17.08,8.25,8.25,8.25,8.25,61.78,3256509.346
Amara Raja Batteries Limited,Sep '19,717.6,0.1575,"1,695.31","1,103.31",98.56,75.03,217.75,17.95,3.37,12.98,218.85,17.08,12.81,12.81,12.81,12.81,61.32,3297491.819
Amara Raja Batteries Limited,Dec '19,724.35,0.0094,"1,747.81","1,111.27",94.41,76.45,242.14,12.76,2.9,52.95,164.41,17.08,9.63,9.63,9.63,9.63,61.48,3377602.651
